,SAMPLE,SERIAL,PERNUM,wage,sex,age,bpl,hisp,speakeng,asian,black,white,unempl,typhrs,degr,edu,grad,opl,inclvl,natage,yrusa,ageimmig,selfemp
50639,202201,170669,2,45000,0,54,200,0,6,0,0,0,0,40,0,8,0,1,1,42,46,8,0
50640,202201,170669,3,10000,0,24,200,0,4,0,0,0,0,32,0,12,0,1,1,8,22,2,0
50641,202201,170669,4,7000,0,19,200,0,4,0,0,0,0,4,0,12,0,1,1,6,18,1,0
50651,202201,170688,2,25000,0,23,300,0,4,0,0,1,0,40,0,13,0,1,1,15,21,2,0
50652,202201,170691,1,60000,0,53,515,0,4,1,0,0,0,40,1,16,0,1,1,20,37,16,0
50654,202201,170697,1,54000,0,38,500,0,5,1,0,0,0,40,1,16,0,1,1,17,25,13,0
50655,202201,170699,1,160000,0,39,500,0,3,1,0,0,0,40,1,20,1,1,1,24,34,5,0
50661,202201,170712,1,150000,0,44,502,0,3,1,0,0,0,40,1,16,0,1,0,25,41,3,0
50662,202201,170712,2,70000,1,42,502,1,4,1,0,0,0,40,1,16,0,1,0,10,25,17,0
50663,202201,170715,2,42000,0,52,200,0,4,0,0,0,0,40,0,12,0,1,1,19,41,11,0
50664,202201,170716,2,20000,0,45,200,0,4,0,0,1,0,42,0,12,0,1,1,23,35,10,0
50685,202201,170736,1,300000,1,33,500,1,4,1,0,0,0,80,1,18,1,1,1,20,25,8,0
50686,202201,170736,2,80000,0,33,500,0,4,1,0,0,0,99,1,18,1,1,1,24,31,2,0
50688,202201,170737,2,46200,1,36,200,1,4,0,0,1,0,40,1,16,0,1,1,26,30,6,0
50695,202201,170754,2,45700,1,49,513,1,3,1,0,0,0,40,0,0,0,1,1,41,43,6,0
50697,202201,170760,2,100000,1,57,502,1,5,1,0,0,0,40,1,16,0,1,0,37,42,15,0
50700,202201,170771,1,36000,0,37,210,0,5,0,0,0,0,40,0,14,0,1,1,3,28,9,0
50711,202201,170797,2,25000,1,37,200,1,4,0,0,0,0,20,0,13,0,1,1,10,36,1,0
50714,202201,170801,4,60000,0,30,200,0,6,0,0,1,0,45,0,0,0,1,1,10,19,11,0
50717,202201,170803,3,0,0,23,522,0,4,0,0,1,1,0,0,12,0,1,1,11,15,8,0
50718,202201,170808,1,30000,0,23,200,0,4,0,0,1,0,40,0,12,0,1,1,10,19,4,0
50727,202201,170826,2,66000,0,50,511,0,3,1,0,0,0,50,0,12,0,1,1,32,40,10,0
50729,202201,170830,1,35000,0,52,200,0,5,0,0,1,0,40,0,12,0,1,1,27,36,16,0
50735,202201,170846,1,175000,0,32,465,0,4,0,0,1,0,40,1,18,1,1,1,13,18,14,0
50737,202201,170848,1,687000,0,41,500,0,4,1,0,0,0,40,1,18,1,1,1,31,30,11,0
50744,202201,170857,1,100000,0,37,465,0,5,0,0,1,0,40,1,16,0,1,1,29,32,5,1
50745,202201,170858,1,43000,1,48,200,1,4,0,0,0,0,60,0,12,0,1,1,22,39,9,0
50763,202201,170896,1,61000,0,56,200,0,5,0,0,0,0,40,0,12,0,1,1,43,42,14,0
50764,202201,170896,2,45000,1,52,200,1,5,0,0,0,0,40,0,12,0,1,1,33,37,15,0
50793,202201,170949,2,96000,1,63,150,1,3,0,0,1,0,40,0,13,0,1,1,49,58,5,0
50794,202201,170951,1,155000,1,56,250,1,3,0,1,1,0,36,1,18,1,1,1,22,51,5,0
50799,202201,170960,1,80000,0,28,200,0,6,0,0,0,0,50,1,16,0,1,1,1,15,13,0
50800,202201,170961,2,11000,1,59,200,1,5,0,0,0,0,20,0,7,0,1,1,23,51,8,0
50802,202201,170969,2,0,1,37,517,1,4,1,0,0,0,45,0,14,0,1,1,19,30,7,1
50808,202201,170982,1,175000,1,40,532,1,4,0,0,1,0,40,1,20,1,1,1,23,28,12,0
50809,202201,170982,2,200000,0,41,522,0,4,0,0,1,0,60,1,16,0,1,1,17,36,5,0
50825,202201,171014,2,100000,1,32,150,1,3,0,0,1,0,40,1,18,1,1,1,11,21,11,0
50826,202201,171015,2,150000,1,50,434,1,3,0,0,1,0,40,1,16,0,1,0,38,47,3,0
50829,202201,171034,1,300000,0,38,502,0,4,1,0,0,0,40,1,18,1,1,0,21,32,6,0
50836,202201,171043,2,20000,0,34,200,0,4,0,0,0,0,16,0,12,0,1,1,2,21,13,0
50844,202201,171051,1,19000,1,51,210,1,4,0,0,0,0,20,0,12,0,1,1,42,41,10,0
50846,202201,171059,1,8000,0,23,502,0,4,1,0,0,0,40,1,16,0,1,0,10,20,3,0
50850,202201,171067,1,200000,1,33,500,1,5,1,0,0,0,40,1,16,0,1,1,12,17,16,0
50863,202201,171089,1,170000,1,26,465,1,4,0,0,1,0,45,1,16,0,1,1,15,24,2,0
50871,202201,171099,3,65000,0,27,210,0,4,0,0,0,0,55,0,13,0,1,1,7,11,16,0
50872,202201,171099,4,45000,1,26,210,1,4,0,0,0,0,40,1,16,0,1,1,7,11,15,0
50875,202201,171102,1,110000,0,22,210,0,4,0,0,1,0,45,1,16,0,1,1,4,19,3,0
50878,202201,171109,1,0,0,57,200,0,6,0,0,0,0,8,0,5,0,1,1,13,41,16,1
50902,202201,171139,3,20000,1,62,200,1,3,0,0,0,0,45,0,14,0,1,1,12,50,12,0
50920,202201,171164,1,48000,1,39,210,1,4,0,0,0,0,40,1,16,0,1,1,9,25,14,0
50925,202201,171175,2,70000,0,36,200,0,6,0,0,0,0,40,0,12,0,1,1,14,24,12,0
50931,202201,171183,1,150000,1,57,522,1,4,0,0,1,0,40,1,16,0,1,1,35,42,15,1
50935,202201,171186,2,144000,0,29,534,0,3,0,0,1,0,50,1,16,0,1,0,10,21,8,0
50937,202201,171200,1,145000,1,45,500,1,4,1,0,0,0,45,1,16,0,1,1,23,29,16,0
50938,202201,171200,2,80000,0,47,502,0,4,1,0,0,0,45,1,16,0,1,0,19,32,15,0
50939,202201,171201,1,6200,1,41,515,1,3,1,0,0,0,20,1,16,0,1,1,26,32,9,0
50946,202201,171215,2,60000,0,46,500,0,4,1,0,0,0,40,1,16,0,1,1,27,43,3,0
50963,202201,171241,3,6500,1,20,500,1,3,1,0,0,0,12,0,13,0,1,1,19,18,2,0
50970,202201,171257,2,48000,0,38,532,0,4,0,0,1,0,40,0,14,0,1,1,13,21,17,0
50973,202201,171265,1,43000,1,39,200,1,4,0,0,0,0,40,0,12,0,1,1,16,32,7,0
50982,202201,171286,1,98000,1,37,200,1,4,0,0,0,0,40,1,16,0,1,1,1,33,4,0
50984,202201,171301,1,116000,0,38,200,0,4,0,0,1,0,40,0,12,0,1,1,2,31,7,0
50999,202201,171322,4,6300,1,36,200,1,4,0,0,0,0,30,1,16,0,1,1,17,26,10,0
51000,202201,171322,5,30000,0,33,200,0,3,0,0,0,0,40,0,13,0,1,1,16,32,1,0
51004,202201,171326,2,150000,1,63,250,1,4,0,0,0,0,40,1,16,0,1,1,15,52,11,0
51012,202201,171341,2,28000,1,52,200,1,5,0,0,0,0,40,0,8,0,1,1,25,41,11,0
51013,202201,171345,1,0,0,32,200,0,4,0,0,1,0,40,0,12,0,1,1,4,30,2,1
51016,202201,171345,6,60000,0,59,200,0,4,0,0,1,0,40,1,16,0,1,1,32,43,16,0
51020,202201,171349,3,33000,1,50,515,1,5,1,0,0,0,40,1,16,0,1,1,31,33,17,0
51025,202201,171363,2,50000,0,58,500,0,3,1,0,0,0,40,1,16,0,1,1,47,53,5,0
51028,202201,171370,3,27000,1,32,200,1,3,0,0,0,0,50,0,9,0,1,1,15,31,1,0
51029,202201,171371,2,10000,0,57,410,0,3,0,0,1,0,50,0,12,0,0,0,5,43,14,0
51030,202201,171372,1,25000,1,50,200,1,5,0,0,1,0,40,0,10,0,1,1,23,46,4,0
51033,202201,171374,1,100000,1,31,700,1,3,1,0,1,0,38,0,14,0,0,0,0,15,16,0
51041,202201,171396,2,0,0,28,457,0,3,0,0,1,0,40,1,16,0,1,1,18,22,6,1
51043,202201,171397,6,108000,1,45,465,1,4,0,0,1,0,50,1,16,0,1,1,22,32,13,0
51048,202201,171401,1,687000,0,44,150,0,3,0,0,1,0,45,1,16,0,1,1,26,38,6,0
51049,202201,171403,2,315000,0,36,457,0,4,0,0,1,0,55,1,16,0,1,1,15,28,8,0
51050,202201,171405,1,60000,1,38,500,1,6,1,0,0,0,40,1,16,0,1,1,19,24,14,0
51051,202201,171412,1,50000,1,46,210,1,4,0,0,0,0,40,0,14,0,1,1,22,43,3,0
51052,202201,171412,2,80000,0,48,210,0,4,0,0,0,0,50,0,11,0,1,1,16,33,15,0
51057,202201,171429,2,160000,0,44,150,0,3,0,0,1,0,50,1,16,0,1,1,16,37,7,0
51060,202201,171434,2,10000,0,60,200,0,5,0,0,1,0,40,0,12,0,1,1,35,50,10,0
51062,202201,171436,2,60000,0,33,500,0,6,1,0,0,0,11,1,16,0,1,1,10,16,17,0
51066,202201,171445,1,38200,1,45,210,1,4,0,0,0,0,45,1,16,0,1,1,8,32,13,0
51067,202201,171447,1,0,1,69,502,1,4,1,0,0,0,40,1,18,1,1,0,49,53,16,1
51068,202201,171451,1,70000,0,30,200,0,4,0,0,1,0,40,0,13,0,1,1,7,26,4,0
51086,202201,171473,2,125000,1,44,515,1,3,1,0,0,0,40,1,16,0,1,1,25,29,15,0
51091,202201,171485,2,80000,0,58,150,0,3,0,0,1,0,40,0,12,0,1,1,42,49,9,0
51092,202201,171486,1,51000,0,48,200,0,4,0,0,1,0,66,1,16,0,1,1,16,35,13,0
51100,202201,171498,3,30000,0,58,200,0,5,0,0,0,0,40,0,6,0,1,1,32,45,13,0
51101,202201,171498,4,30000,1,47,515,1,5,1,0,0,0,40,0,13,0,1,1,30,32,15,0
51115,202201,171530,2,687000,1,43,500,1,4,1,0,0,0,40,1,18,1,1,1,32,36,7,0
51124,202201,171558,1,77000,0,54,200,0,4,0,0,0,0,45,0,14,0,1,1,20,41,13,0
51127,202201,171566,1,40000,1,41,200,1,4,0,0,0,0,40,0,12,0,1,1,6,31,10,0
51129,202201,171569,1,79000,1,58,200,1,5,0,0,0,0,40,0,12,0,1,1,24,53,5,0
51135,202201,171577,6,25000,0,38,300,0,4,0,0,0,0,40,0,9,0,1,1,20,35,3,0
51136,202201,171584,1,62000,0,62,200,0,4,0,0,0,0,40,0,12,0,1,1,46,59,3,0
51138,202201,171587,1,687000,0,42,426,0,4,0,0,1,0,40,1,16,0,1,0,4,34,8,0
51185,202201,171674,1,687000,0,35,500,0,4,1,0,0,0,40,1,18,1,1,1,22,30,5,0
51207,202201,171719,3,30000,0,42,200,0,5,0,0,1,0,40,0,12,0,1,1,4,29,13,0
51208,202201,171719,4,800,1,31,200,1,4,0,0,1,0,10,0,12,0,1,1,4,29,2,0
51210,202201,171723,2,21000,1,60,200,1,5,0,0,1,0,56,0,12,0,1,1,10,43,17,0
51211,202201,171725,1,64000,1,25,300,1,3,1,0,0,0,43,1,16,0,1,1,12,19,6,0
51212,202201,171725,3,5000,0,27,300,0,3,1,0,0,1,40,1,18,1,1,1,12,19,8,0
51215,202201,171729,1,85000,1,57,522,1,4,0,0,1,0,40,1,16,0,1,1,29,42,15,0
51219,202201,171738,1,140000,1,39,515,1,3,1,0,0,0,48,0,14,0,1,1,15,33,6,0
51221,202201,171741,1,175000,0,61,500,0,4,1,0,0,0,80,1,16,0,1,1,57,59,2,0
51222,202201,171744,1,30000,0,61,534,0,3,0,0,1,0,25,1,18,1,1,0,42,47,14,0
51223,202201,171745,2,134000,0,49,200,0,3,0,0,1,0,42,0,14,0,1,1,24,39,10,0
51228,202201,171755,1,115000,1,32,150,1,3,0,0,1,0,40,1,18,1,1,1,14,21,11,0
51232,202201,171760,1,400000,0,39,522,0,4,0,0,1,0,60,1,18,1,1,1,22,33,6,0
51241,202201,171769,2,8400,1,33,300,1,3,0,0,1,0,16,0,13,0,1,1,33,32,1,1
51246,202201,171779,2,80000,0,46,500,0,3,1,0,0,0,40,1,18,1,1,1,26,37,9,0
51249,202201,171791,1,70000,1,41,200,1,4,0,0,0,0,24,1,18,1,1,1,16,31,10,0
51251,202201,171793,1,100000,0,54,413,0,5,1,0,0,0,5,1,16,0,0,0,24,41,13,0
51260,202201,171809,1,60000,0,39,200,0,3,0,0,1,0,30,0,12,0,1,1,13,26,13,0
51261,202201,171809,2,28000,1,34,200,1,3,0,0,1,0,40,0,14,0,1,1,6,33,1,0
51263,202201,171812,2,37200,1,56,200,1,5,0,0,1,0,40,0,12,0,1,1,45,44,12,0
51267,202201,171818,2,155000,1,36,500,1,3,1,0,0,0,40,1,20,1,1,1,36,35,1,0
51301,202201,171891,1,0,0,62,502,0,4,1,0,0,0,20,0,13,0,1,0,8,45,17,1
51304,202201,171896,2,130000,0,42,200,0,4,0,0,1,0,60,0,13,0,1,1,23,37,5,0
51319,202201,171917,1,44300,1,39,200,1,3,0,0,0,0,40,0,14,0,1,1,3,37,2,0
51328,202201,171941,4,25000,0,29,300,0,1,1,0,0,0,15,1,16,0,1,1,20,26,3,0
51336,202201,171949,1,24000,1,43,150,1,4,0,0,1,0,34,1,16,0,1,1,14,35,8,0
51340,202201,171956,2,80000,0,57,436,0,4,0,0,1,0,40,0,12,0,1,0,53,52,5,0
51347,202201,171968,1,162000,0,55,513,0,4,1,0,0,0,30,1,20,1,1,1,35,40,15,0
51348,202201,171968,2,85000,1,53,513,1,4,1,0,0,0,40,1,16,0,1,1,34,40,13,0
51349,202201,171968,10,30000,0,32,517,0,4,1,0,0,0,40,1,18,1,1,1,18,30,2,0
51350,202201,171978,1,96000,0,39,200,0,5,0,0,0,0,40,0,12,0,1,1,16,22,17,0
51354,202201,171985,1,80000,1,42,210,1,4,0,0,1,0,40,1,16,0,1,1,17,33,9,0
51363,202201,171996,2,95000,1,32,500,1,3,1,0,0,0,40,1,16,0,1,1,15,25,7,0
51377,202201,172012,2,36000,0,56,200,0,1,0,0,1,0,40,0,6,0,1,1,19,39,17,0
51378,202201,172014,1,143000,0,29,500,0,4,1,0,0,0,8,1,18,1,1,1,17,23,6,0
51380,202201,172015,1,0,1,44,210,1,4,1,0,0,0,40,1,18,1,1,1,27,34,10,1
51383,202201,172028,1,25000,0,34,300,0,4,0,0,0,0,20,0,12,0,1,1,1,21,13,1
51394,202201,172044,3,20000,1,25,465,1,4,0,0,1,0,20,1,16,0,1,1,10,21,4,0
51421,202201,172097,4,0,0,49,200,0,4,0,0,1,0,78,0,12,0,1,1,16,32,17,1
51423,202201,172100,1,50000,0,56,300,0,5,0,0,0,0,46,0,13,0,1,1,28,40,16,0
51424,202201,172103,1,119000,1,61,465,1,4,0,0,1,0,36,1,16,0,1,1,34,44,17,0
51425,202201,172107,1,52000,0,27,210,0,4,0,0,0,0,40,0,13,0,1,1,12,15,12,0
51427,202201,172111,1,0,0,52,210,0,1,0,0,0,0,40,0,12,0,1,1,24,48,4,1
51428,202201,172112,1,4000,0,30,535,0,3,1,0,1,0,50,0,12,0,1,1,5,18,12,0
51432,202201,172127,1,100000,1,65,413,1,3,0,0,1,0,40,0,13,0,0,0,60,64,1,0
51436,202201,172140,1,101000,1,47,413,1,3,1,0,0,0,40,1,18,1,0,0,27,44,3,0
51442,202201,172150,1,36000,0,41,517,0,4,1,0,0,0,40,0,13,0,1,1,24,26,15,0
51458,202201,172176,2,40000,0,53,200,0,5,0,0,0,0,40,0,14,0,1,1,32,41,12,0
51465,202201,172188,2,120000,1,62,210,1,4,0,0,0,0,55,0,13,0,1,1,42,45,17,0
51472,202201,172202,4,25000,1,45,515,1,4,1,0,0,0,20,1,16,0,1,1,22,31,14,0
51481,202201,172224,1,23100,1,32,515,1,4,1,0,0,0,16,0,14,0,1,1,6,17,15,0
51484,202201,172225,2,10300,1,58,200,1,5,0,0,0,0,40,0,6,0,1,1,20,41,17,0
51485,202201,172225,4,37000,0,58,200,0,5,0,0,0,0,40,0,9,0,1,1,20,41,17,0
51488,202201,172228,4,36000,1,27,210,1,4,0,0,0,0,40,0,14,0,1,1,9,18,9,0
51495,202201,172252,1,49000,1,53,300,1,5,1,0,0,0,25,1,16,0,1,1,29,50,3,0
51500,202201,172267,1,100000,1,35,200,1,4,0,0,0,0,50,0,14,0,1,1,18,34,1,0
51506,202201,172282,1,400000,0,49,200,0,4,0,0,0,0,50,1,16,0,1,1,22,47,2,0
51507,202201,172292,1,114000,1,52,200,1,5,0,0,1,0,40,1,16,0,1,1,28,36,16,0
51514,202201,172299,3,57000,0,28,500,0,5,1,0,0,0,40,1,16,0,1,1,19,25,3,0
51524,202201,172324,1,90000,1,58,502,1,3,1,1,0,0,40,1,18,1,1,0,54,54,4,0
51530,202201,172338,3,87000,1,63,210,1,4,0,1,0,0,40,0,12,0,1,1,40,51,12,0
51531,202201,172340,1,60000,1,46,534,1,3,0,0,1,0,40,0,14,0,1,0,21,30,16,0
51538,202201,172358,2,22000,1,26,502,1,4,1,0,0,0,25,0,13,0,1,0,1,22,4,0
51550,202201,172383,1,85000,1,56,421,1,3,0,0,1,0,40,1,18,1,1,0,36,53,3,0
51562,202201,172396,1,140000,1,49,515,1,4,1,0,0,0,50,1,16,0,1,1,29,32,17,0
51567,202201,172403,2,10000,0,20,500,0,3,1,0,0,0,23,0,12,0,1,1,16,15,5,0
51568,202201,172403,3,0,1,19,500,1,3,1,0,0,0,10,0,12,0,1,1,18,17,2,1
51573,202201,172407,1,56000,1,63,500,1,4,1,0,0,0,40,0,14,0,1,1,55,61,2,0
51576,202201,172409,2,120000,0,48,500,0,3,1,0,0,0,40,1,16,0,1,1,43,42,6,0
51578,202201,172413,1,25000,0,52,200,0,5,0,0,0,0,40,0,0,0,1,1,23,46,6,0
51587,202201,172448,1,85000,0,28,425,0,4,0,0,1,0,40,1,16,0,1,0,29,19,9,0
51598,202201,172464,2,25000,1,63,210,1,1,0,0,0,0,25,0,6,0,1,1,18,47,16,1
51599,202201,172464,3,0,0,42,200,0,3,0,0,0,0,40,0,12,0,1,1,14,38,4,1
51601,202201,172468,1,27000,0,51,200,0,6,0,0,1,0,40,0,5,0,1,1,17,35,16,0
51605,202201,172480,1,40000,0,47,210,0,4,0,0,0,0,65,0,13,0,1,1,22,39,8,0
51616,202201,172488,6,64000,1,53,200,1,6,0,0,0,0,45,0,12,0,1,1,23,36,17,0
51620,202201,172494,3,7700,1,21,515,1,4,1,0,0,0,24,0,12,0,1,1,1,9,12,0
51623,202201,172495,2,72000,0,50,200,0,3,0,0,1,0,40,0,13,0,1,1,13,35,15,0
51631,202201,172509,2,100000,0,52,502,0,4,1,0,0,0,55,1,18,1,1,0,21,46,6,0
51632,202201,172510,1,130000,0,39,514,0,3,1,0,0,0,40,1,16,0,1,1,6,23,16,0
51646,202201,172542,1,50000,0,57,200,0,5,0,0,1,0,40,0,8,0,1,1,32,41,16,0
51660,202201,172567,2,38000,0,29,515,0,4,1,0,0,0,40,0,12,0,1,1,14,13,16,0
51676,202201,172599,2,36000,1,47,200,1,3,0,0,0,0,40,0,12,0,1,1,20,41,6,0
51678,202201,172624,1,104000,0,35,515,0,3,1,0,0,0,40,1,18,1,1,1,25,27,8,0
51688,202201,172652,1,80000,0,45,300,0,4,0,0,0,0,40,0,13,0,1,1,17,36,9,0
51690,202201,172672,1,55000,0,40,200,0,5,0,0,0,0,65,0,12,0,1,1,19,24,16,0
51696,202201,172687,2,0,0,68,410,0,3,0,0,1,0,30,0,12,0,0,0,51,60,8,1
51700,202201,172690,2,25000,1,21,500,1,4,1,0,0,0,5,1,16,0,1,1,2,9,12,0
51705,202201,172697,2,35000,1,56,200,1,5,0,0,0,0,40,0,12,0,1,1,9,51,5,0
51710,202201,172699,1,135000,1,46,502,1,3,1,0,0,0,50,0,12,0,1,0,17,46,0,0
51715,202201,172709,3,70000,1,24,534,1,4,0,0,1,0,45,1,16,0,1,0,8,19,5,0
51735,202201,172750,2,96000,0,50,502,0,3,1,0,1,0,40,0,13,0,1,0,46,45,5,0
51742,202201,172769,1,55000,0,43,200,0,5,0,1,1,0,12,0,12,0,1,1,21,31,12,0
51743,202201,172769,2,15000,1,42,200,1,5,0,0,1,0,60,0,12,0,1,1,22,31,11,1
51749,202201,172773,2,41600,0,61,200,0,1,0,0,1,0,40,0,0,0,1,1,8,51,10,0
51753,202201,172784,2,175000,1,44,502,1,3,1,0,0,0,55,1,16,0,1,0,15,35,9,0
51769,202201,172821,1,66000,1,25,500,1,4,1,0,0,0,40,1,16,0,1,1,18,24,1,0
51808,202201,172887,2,57000,0,54,210,0,4,0,0,1,0,40,0,12,0,1,1,7,41,13,0
51812,202201,172890,1,178000,0,70,453,0,3,0,0,1,0,40,1,16,0,1,0,31,61,9,0
51823,202201,172901,2,69000,0,49,200,0,4,0,0,0,0,30,0,9,0,1,1,31,47,2,0
51825,202201,172901,4,5000,0,19,200,0,1,0,0,0,0,18,0,13,0,1,1,0,4,15,0
51826,202201,172901,6,6000,0,59,200,0,6,0,0,0,0,10,0,12,0,1,1,18,46,13,0
51833,202201,172916,2,50000,0,66,200,0,4,0,0,0,0,45,0,0,0,1,1,24,49,17,0
51854,202201,172965,2,74000,1,34,522,1,3,1,0,1,0,40,1,16,0,1,1,32,31,3,0
51855,202201,172968,1,21000,1,57,200,1,6,0,0,0,0,32,0,12,0,1,1,44,45,12,0
51862,202201,172986,1,55000,1,51,200,1,4,0,0,0,0,40,0,12,0,1,1,24,48,3,0
51872,202201,173016,1,50000,1,65,515,1,5,1,0,0,0,99,0,14,0,1,1,14,51,14,0
51876,202201,173020,2,78000,1,56,150,1,3,0,0,1,0,40,1,16,0,1,1,50,54,2,0
51877,202201,173025,1,170000,1,41,150,1,3,1,0,0,0,32,1,16,0,1,1,16,40,1,0
51879,202201,173025,6,88000,1,57,210,1,4,0,0,0,0,40,0,12,0,1,1,20,53,4,0
51890,202201,173055,7,43000,0,29,150,0,3,0,0,1,0,40,0,0,0,1,1,10,14,15,0
51891,202201,173061,2,75000,1,45,300,1,4,0,0,1,0,40,1,16,0,1,1,14,33,12,0
51893,202201,173068,1,100000,0,45,421,0,3,0,0,1,0,40,1,16,0,1,0,28,42,3,0
51894,202201,173069,1,100000,1,61,200,1,6,0,0,0,0,10,1,16,0,1,1,36,44,17,0
51900,202201,173077,5,20000,0,42,515,0,4,1,0,0,0,20,0,7,0,1,1,23,27,15,0
51913,202201,173102,1,3000,1,23,465,1,3,0,0,1,0,40,0,12,0,1,1,14,12,11,0
51914,202201,173102,2,0,1,21,465,1,3,0,0,1,0,40,0,12,0,1,1,14,20,1,1
51916,202201,173104,1,17500,1,30,200,1,4,0,0,1,0,40,0,13,0,1,1,7,27,3,0
51918,202201,173105,1,70000,1,52,500,1,4,1,0,0,0,40,1,18,1,1,1,32,44,8,0
51919,202201,173105,2,23000,0,51,500,0,4,1,0,0,0,33,1,16,0,1,1,31,44,7,0
51920,202201,173108,1,41000,1,49,200,1,5,0,0,0,0,40,0,14,0,1,1,16,32,17,0
51927,202201,173112,2,400,1,19,465,1,3,0,0,1,0,6,0,13,0,1,1,18,19,0,0
51932,202201,173123,2,30000,0,47,200,0,3,0,0,0,1,40,0,12,0,1,1,22,45,2,0
51934,202201,173133,1,34000,1,30,210,1,4,0,0,0,0,45,1,16,0,1,1,26,30,0,0
51941,202201,173143,3,3600,1,19,465,1,4,0,0,1,0,5,0,13,0,1,1,0,10,9,0
51947,202201,173154,1,100000,0,56,515,0,6,1,0,0,0,50,0,12,0,1,1,37,46,10,0
51948,202201,173158,2,110000,0,40,500,0,5,1,0,0,0,40,1,16,0,1,1,21,25,15,0
51953,202201,173162,3,18000,1,29,500,1,4,1,0,0,0,40,1,16,0,1,1,8,27,2,0
51970,202201,173187,2,360000,0,50,522,0,4,0,0,1,0,50,0,14,0,1,1,17,39,11,1
51977,202201,173206,1,39000,0,58,150,0,4,0,0,1,0,40,1,16,0,1,1,44,53,5,0
51996,202201,173240,1,75000,0,34,500,0,5,1,0,0,0,40,1,16,0,1,1,22,24,10,0
52000,202201,173244,2,70000,0,47,515,0,3,1,0,0,0,42,0,14,0,1,1,37,39,8,0
52010,202201,173258,1,41000,0,55,300,0,4,0,0,0,0,40,0,12,0,1,1,21,41,14,0
52013,202201,173259,1,120000,0,47,515,0,4,1,0,0,0,40,1,16,0,1,1,16,35,12,0
52037,202201,173310,1,105000,1,50,410,1,3,0,0,1,0,40,1,16,0,0,0,17,39,11,0
52046,202201,173323,1,50000,1,50,501,1,5,1,0,0,0,40,0,14,0,1,0,35,39,11,1
52055,202201,173344,2,39000,1,50,500,1,5,1,0,0,0,8,1,16,0,1,1,31,37,13,0
52065,202201,173353,1,52000,0,39,511,0,4,1,0,0,0,40,0,13,0,1,1,10,36,3,0
52067,202201,173356,1,110000,0,63,500,0,4,1,0,0,0,40,0,14,0,1,1,44,51,12,0
52074,202201,173370,1,150000,1,25,500,1,3,1,0,0,0,36,1,16,0,1,1,24,23,2,0
52081,202201,173377,2,37000,1,48,200,1,6,0,0,0,0,40,0,6,0,1,1,5,32,16,0
52096,202201,173412,2,20000,0,45,300,0,4,0,0,0,0,40,0,12,0,1,1,32,43,2,0
52099,202201,173429,1,30700,1,59,515,1,3,1,0,0,0,32,0,13,0,1,1,30,42,17,0
52102,202201,173432,3,20000,0,33,520,0,4,1,0,1,0,40,1,16,0,1,1,8,20,13,0
52109,202201,173436,1,200000,1,47,500,1,5,1,0,0,0,50,1,16,0,1,1,23,30,17,0
52111,202201,173437,4,16900,1,50,300,1,4,0,0,0,0,40,0,12,0,1,1,23,43,7,0
52114,202201,173443,2,45000,0,25,200,0,4,0,0,1,0,40,1,18,1,1,1,7,20,5,0
52116,202201,173443,4,88000,0,25,200,0,4,0,0,1,0,40,1,16,0,1,1,8,12,13,0
52120,202201,173458,2,41000,1,34,200,1,4,0,0,1,0,45,0,12,0,1,1,9,19,15,0
52130,202201,173475,1,18000,0,71,535,0,4,0,0,1,0,16,1,18,1,1,1,54,60,11,0
52131,202201,173480,1,70000,0,55,500,0,5,1,0,0,0,40,0,13,0,1,1,32,49,6,0
52134,202201,173485,4,8500,1,36,200,1,4,0,0,0,0,30,0,14,0,1,1,7,30,6,0
52137,202201,173496,1,130000,0,25,500,0,5,1,0,0,0,40,1,16,0,1,1,2,8,17,0
52142,202201,173499,3,45000,0,28,502,0,3,1,0,0,0,40,0,13,0,1,0,17,21,7,0
52143,202201,173499,4,100000,1,26,502,1,3,1,0,0,0,40,0,13,0,1,0,17,21,5,0
52144,202201,173500,1,80000,0,23,455,0,4,0,0,1,0,45,1,16,0,1,0,21,20,3,0
52148,202201,173517,2,60000,0,59,500,0,5,1,0,0,0,40,1,16,0,1,1,34,43,16,0
52153,202201,173522,1,111000,1,38,210,1,4,0,0,0,0,40,1,18,1,1,1,16,32,6,0
52160,202201,173542,2,55000,1,38,200,1,6,0,0,0,0,40,1,16,0,1,1,20,36,2,0
52169,202201,173558,1,36000,1,39,210,1,4,0,0,0,0,40,1,16,0,1,1,20,24,15,0
52178,202201,173575,1,687000,0,43,502,0,3,1,0,0,0,40,1,20,1,1,0,9,40,3,0
52191,202201,173600,1,24000,1,40,200,1,5,0,0,1,0,36,0,12,0,1,1,17,28,12,0
52192,202201,173600,2,40000,0,49,210,0,4,0,0,0,0,40,0,12,0,1,1,15,48,1,0
52195,202201,173602,2,68000,0,34,200,0,4,0,0,1,0,40,0,12,0,1,1,5,28,6,0
52207,202201,173642,2,32000,1,31,200,1,4,0,0,1,0,40,0,12,0,1,1,1,16,15,0
52217,202201,173655,1,112000,1,50,200,1,4,0,0,1,0,40,1,16,0,1,1,27,48,2,0
52231,202201,173684,1,44200,0,37,200,0,5,0,0,0,0,40,0,12,0,1,1,7,21,16,0
52244,202201,173702,6,26600,1,49,200,1,3,0,0,0,0,32,0,14,0,1,1,24,32,17,0
